,DriverId,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Lanes_or_Medians,Types_of_Junction,Road_surface_type,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Predicted_Accident_Severity
367,11191,Over 51,Male,Junior high school,Employee,Above 10yr,One way,Unknown,Asphalt roads,Daylight,Normal,Collision with animals,Going straight,Not a Pedestrian,Other,2
368,2974,31-50,Male,Unknown,Unknown,Unknown,Undivided Two way,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,No priority to pedestrian,2
369,8735,18-30,Male,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Getting off,Not a Pedestrian,No priority to vehicle,2
370,9876,18-30,Male,Junior high school,Employee,Below 1yr,Double carriageway (median),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Moving Backward,2
371,2181,Unknown,Female,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Rollover,Going straight,Not a Pedestrian,Moving Backward,2
372,9922,Over 51,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Other,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,2
373,8132,18-30,Male,High school,Employee,Above 10yr,Double carriageway (median),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,Other,2
374,5425,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Unknown,Gravel roads,Daylight,Normal,Vehicle with vehicle collision,Other,Not a Pedestrian,Changing lane to the left,2
375,2150,18-30,Male,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to pedestrian,2
376,7497,18-30,Male,Elementary school,Owner,5-10yr,Unknown,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,2
377,8640,Under 18,Male,Junior high school,Owner,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Getting off,Not a Pedestrian,Driving carelessly,2
378,10449,Over 51,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,2
379,7320,Unknown,Male,Elementary school,Employee,1-2yr,Double carriageway (median),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,Driving under the influence of drugs,2
380,6584,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,2
381,2095,18-30,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Crossing,Asphalt roads,Daylight,Normal,Unknown,Going straight,Not a Pedestrian,Driving to the left,2
382,3494,31-50,Male,Elementary school,Other,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,2
383,9603,31-50,Male,Elementary school,Employee,5-10yr,Double carriageway (median),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,Not a Pedestrian,No distancing,2
384,11351,Unknown,Male,Unknown,Unknown,Unknown,Two-way (divided with broken lines road marking),Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,2
385,1195,18-30,Male,Junior high school,Employee,Above 10yr,other,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,2
386,8086,18-30,Male,Junior high school,Employee,5-10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Collision with pedestrians,Getting off,Not a Pedestrian,Driving carelessly,2
387,1898,31-50,Male,Elementary school,Owner,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,No distancing,2
388,11781,31-50,Male,Junior high school,Employee,Above 10yr,One way,Y Shape,Earth roads,Daylight,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,Driving carelessly,2
389,5203,Unknown,Male,High school,Owner,5-10yr,other,No junction,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,2
390,1340,Over 51,Male,Junior high school,Employee,5-10yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Overtaking,Not a Pedestrian,Changing lane to the left,2
391,11153,18-30,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Unknown,Other,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving to the left,1
392,12172,Over 51,Male,Junior high school,Owner,1-2yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown,Not a Pedestrian,Changing lane to the left,2
393,2071,Unknown,Male,Unknown,Unknown,Unknown,other,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,No priority to vehicle,2
394,3100,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,Driving to the left,2
395,443,31-50,Male,High school,Owner,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,2
396,6003,18-30,Male,Elementary school,Employee,Below 1yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Getting off the vehicle improperly,2
397,12278,18-30,Male,Elementary school,Employee,5-10yr,other,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,2
398,8760,18-30,Male,Junior high school,Owner,5-10yr,other,Crossing,Asphalt roads,Daylight,Normal,Collision with roadside objects,Reversing,Not a Pedestrian,Overtaking,2
399,11350,Unknown,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,2
400,6943,18-30,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,2
401,2118,18-30,Male,Junior high school,Employee,2-5yr,Double carriageway (median),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Overtaking,2
402,9254,31-50,Male,Junior high school,Owner,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Moving Backward,2
403,4595,31-50,Male,Writing & reading,Employee,Below 1yr,Two-way (divided with broken lines road marking),Crossing,Gravel roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving under the influence of drugs,2
404,6197,Under 18,Male,Junior high school,Employee,Above 10yr,Unknown,No junction,Asphalt roads,Darkness - lights lit,Other,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,2
405,758,18-30,Male,Junior high school,Owner,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,2
406,4357,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Unknown or other,No distancing,2
407,320,Over 51,Male,Junior high school,Owner,2-5yr,Unknown,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,2
408,6775,Over 51,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Entering a junction,Not a Pedestrian,Changing lane to the left,2
409,4223,18-30,Male,Junior high school,Unknown,Unknown,other,Y Shape,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving at high speed,2
410,9031,18-30,Male,Unknown,Unknown,Unknown,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,2
411,8617,18-30,Male,Elementary school,Owner,2-5yr,Undivided Two way,Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,2
412,5929,18-30,Male,Junior high school,Employee,Below 1yr,One way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,2
413,10060,31-50,Male,Elementary school,Owner,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,2
414,7764,Unknown,Female,Junior high school,Employee,2-5yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Moving Backward,Not a Pedestrian,No distancing,2
415,3914,Unknown,Female,Junior high school,Employee,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,Not a Pedestrian,Changing lane to the left,2
416,2303,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,2
417,7808,18-30,Male,Junior high school,Employee,Above 10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Other,Vehicle with vehicle collision,Unknown,Not a Pedestrian,No distancing,2
418,11248,31-50,Male,Unknown,Unknown,Unknown,Two-way (divided with broken lines road marking),Unknown,Gravel roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,2
419,8408,18-30,Male,Junior high school,Employee,1-2yr,other,Other,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle,2
420,6936,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,Moving Backward,2
421,4926,31-50,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Overloading,2
422,10859,18-30,Male,High school,Owner,Above 10yr,other,Unknown,Asphalt roads,Darkness - lights lit,Raining,Rollover,Going straight,Not a Pedestrian,Driving carelessly,2
423,5515,18-30,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown,Not a Pedestrian,Moving Backward,2
424,5583,18-30,Male,Junior high school,Employee,5-10yr,other,Crossing,Unknown,Daylight,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,Other,2
425,11395,18-30,Female,Elementary school,Owner,5-10yr,Two-way (divided with broken lines road marking),Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,No distancing,2
426,4423,Unknown,Male,Junior high school,Employee,Above 10yr,Double carriageway (median),No junction,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,2
427,46,31-50,Male,Junior high school,Employee,1-2yr,Undivided Two way,Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving at high speed,2
428,9896,Over 51,Male,Junior high school,Employee,1-2yr,Undivided Two way,Crossing,Asphalt roads,Daylight,Snow,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,Drunk driving,2
429,11994,Over 51,Male,High school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Moving Backward,Not a Pedestrian,Changing lane to the right,2
430,1809,Unknown,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),O Shape,Asphalt roads,Daylight,Raining,Collision with roadside objects,Getting off,Not a Pedestrian,Changing lane to the right,2
431,8280,31-50,Male,Elementary school,Employee,1-2yr,other,Crossing,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Going straight,Not a Pedestrian,Driving carelessly,2
432,8167,18-30,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Other,Collision with roadside-parked vehicles,Getting off,Not a Pedestrian,Driving to the left,2
433,2500,31-50,Male,Elementary school,Employee,Above 10yr,other,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown or other,No priority to vehicle,2
434,7855,31-50,Male,Junior high school,Owner,5-10yr,other,No junction,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,Overloading,2
435,11358,31-50,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Unknown,Asphalt roads,Daylight,Cloudy,Vehicle with vehicle collision,Other,Not a Pedestrian,Other,2
436,5862,31-50,Male,Elementary school,Employee,2-5yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,2
437,11261,31-50,Male,Elementary school,Owner,Above 10yr,Undivided Two way,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Going straight,Unknown or other,Driving under the influence of drugs,2
438,10503,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Other,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,Getting off the vehicle improperly,2
439,4890,18-30,Male,Junior high school,Owner,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other,Not a Pedestrian,No priority to pedestrian,2
440,4745,18-30,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,No distancing,2
441,3513,Unknown,Male,Junior high school,Owner,Above 10yr,Double carriageway (median),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,2
